date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA INTERNATIONAL CAPITAL CORPORATION,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL
2024-12-10,68.64052450667549,4.83195696716395,2.7852212982467925,1.2290126152236815,1.2803164442567703,0.27179433042704937,1.5715738399256556,5.967319101019359
2024-12-11,0.0,4.824439336721065,2.879551565346603,1.2957915664982398,1.2855547931292057,0.0,1.575892478690717,0.0
2024-12-12,0.0,3.840909345374338,12.191763956001068,1.1310434950903474,1.4988075758520913,0.5697804052162758,3.7199174820096705,2.3939358314259347
2024-12-13,0.0,3.798842604810963,12.798246792610968,1.1004531371711637,1.4998072607514112,0.5667413631223439,3.7456193807711804,2.232545901531837
2024-12-16,0.0,3.5291276189744996,13.477312751020879,1.092615607560497,1.2981508228606342,0.5698603800082214,3.861662803884216,2.090374713890182
2024-12-17,0.0,3.307357520909409,13.7206360555153,1.0944750214732317,1.2563639940690694,0.571459875847133,3.797682970327753,1.9238052165957291
2024-12-18,0.0,3.336948193929273,13.861312114421533,0.0,1.2584833260556272,0.557024425900956,3.7335431871873985,1.8741808581934976
2024-12-19,0.0,3.3376279796608106,11.477865776707182,1.0892406713403935,0.9876486931319248,0.5618629008136635,3.830672572005304,1.7351846697920816
2024-12-20,0.0,3.333629240063532,10.343455742749885,1.1172778340267147,1.3947603715308934,0.568220896773337,3.807159983173304,1.675799388032892
2024-12-23,0.0,0.0,10.412234063823082,1.1486223542339455,0.0,0.5327520765454729,3.83019272325363,1.6269347901541436
2024-12-27,0.0,0.0,10.923432933939223,1.270244418959144,0.9339856077364415,0.5381103876058266,3.7834874447574127,1.6216912429202317
2024-12-30,0.0,0.0,10.598335004806485,1.283441059378084,1.2885938352231376,0.5389101355252824,3.8152374371598077,1.6421248022623272
2025-01-02,0.0,3.387172363271097,10.496966556141505,1.2899590049216487,1.3490547779339952,0.5898540779946161,3.790405264260705,1.5390772828404486
2025-01-03,0.0,3.379734707620158,10.430307567054864,1.2701252565191452,1.3462556602159,0.7055376145438957,3.79936244095861,1.443813310044674
2025-01-06,0.0,0.0,10.849775350809425,1.2556998034219615,0.9535794317631083,0.8188618947307809,3.8055204999384196,1.4311189113191523
2025-01-07,0.0,0.0,11.229541648472402,1.2570993622810092,0.9872088317762241,0.9361049397229994,3.7960034996968957,1.377036758013874
2025-01-08,0.0,7.7487861968826275,10.67111883755986,1.225386425340749,0.8601742346442879,0.979750025110534,3.6112194248217344,1.3321976624861607
