date,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,CMB WING LUNG BANK LTD,DBS BANK LTD,BNP PARIBAS,EVERBRIGHT SECURITIES INVESTMENT,MORTON SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD
2024-03-04,0.4220830461434364,0.0,4.646509410040302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-07,0.43789616163377265,0.0,4.619310851396924,0.0,0.0,0.0,0.7326254358149975,0.0,0.0,0.0
2024-03-08,0.43979373549261297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-11,0.44611898168874753,0.0,4.733692808460103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-12,0.4499141294064282,0.0,4.723572414546288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-13,0.4657272448967645,0.0,4.704596675957884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-14,0.479010261908647,0.0,4.691313658946002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-15,0.48849813120284874,0.0,4.684355888130254,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-18,0.48533550810478143,0.0,4.681193265032187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-19,0.4828054096263277,0.0,4.625531098506203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-20,0.4834379342459411,0.0,4.596434966003984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-21,0.48027531114787386,0.0,4.514944289160704,0.0,0.0,0.0,0.7351555342934514,0.0,0.0,0.0
2024-03-22,0.4809078357674873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26,0.4891306558224622,0.0,4.489643304376167,0.0,0.0,0.0,0.7326254358149975,0.0,0.0,0.0
2024-03-28,0.0,0.0,4.483318058180032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-02,0.4897631804420756,0.0,4.482685533560418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-03,0.0,0.0,4.489010779756553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-05,0.4960884266382102,0.0,4.484583107419259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-09,0.0,6.326730731416745,0.0,0.7542856088890405,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-10,0.5087389190304792,6.314080239024475,4.479522910462351,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-11,0.5213894114227482,0.0,4.463077270352402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-12,0.4960884266382102,0.0,4.443215997296539,0.0,1.204326875744011,0.0,0.0,0.0,0.0,0.0
2024-04-15,0.4992510497362774,6.3121826651656345,0.0,0.7466953134536791,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-16,0.4050048814138732,6.26537584331424,0.0,0.6948282946453761,1.2074894988420783,3.912164772309196,0.7332579604346109,0.0,0.0,0.0
2024-04-17,0.40816750451194045,6.248297678584676,0.0,0.6632020636647035,1.2087545480813053,3.8546050319243714,0.7383181573915185,56.467068019983444,0.0,0.0
2024-04-18,0.400577209076579,6.2135088245059364,4.451565954800056,0.598052027844518,0.0,0.0,0.7255405275507072,0.0,0.0,0.0
2024-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.7242754783114803,56.4550500522108,0.0,0.0
2024-04-22,0.0,6.181882593525264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-23,0.0,6.175557347329129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-24,0.4138602260884615,6.17935249504681,0.0,0.0,0.0,0.0,0.7438837415194973,56.44050198595969,0.0,0.0
2024-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.735028396844909,0.0,0.0,0.0
2024-04-26,0.41575779994730183,6.166702002654541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-29,0.0,6.145828690207297,0.0,0.5936243555072239,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-30,0.4176553738061422,6.136973345532709,0.0,0.0,0.0,0.0,0.7242754783114803,0.0,0.0,0.0
