date,THE HONGKONG AND SHANGHAI BANKING,GUOYUAN SECURITIES BROKERAGE (HONG KONG),BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CHINA CONSTRUCTION BANK (ASIA),CMB INTERNATIONAL SECURITIES LTD,HANG SENG BANK LTD,BOCI SECURITIES LTD,YUE XIU SECURITIES CO LTD,EVERBRIGHT SECURITIES INVESTMENT
2024-03-01,3.808788051083033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10285061471813532,0.0
2024-03-04,3.8089821412954583,0.0,2.6233095528378914,0.578529880102582,0.0,0.0,0.0,0.0,0.10422644407203151,0.0
2024-03-05,3.80885929938886,0.0,2.6238500572269214,0.5819203167246833,0.0,0.0,0.0,0.0,0.11886919933849802,2.5878261276127064
2024-03-06,3.795150142612538,0.0,2.6192312015388417,0.5820185902499615,0.0,0.0,0.0,0.0,0.1423074351173722,0.0
2024-03-07,3.795346689663094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1430936233195986,0.0
2024-03-08,3.7941182705971155,0.0,2.6204596206048207,0.5801513932696739,0.0,0.0,0.0,0.0,0.14314276008223775,0.0
2024-03-11,3.7931355353443323,0.0,2.6243414248533132,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-12,3.7945948971947154,0.0,2.624783655717066,0.5804953506081479,0.0,0.0,0.0,0.0,0.1416686572030633,2.5875313070368713
2024-03-13,3.79660950446292,0.0,2.6288374386347955,0.5800039829817565,0.0,0.0,0.0,0.0,0.13808167353040537,2.5877278540874284
2024-03-14,3.797076303707992,0.0,2.6286998556994057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-15,0.0,0.0,2.628650718936767,0.5812324020477352,0.0,0.0,0.0,0.0,0.13763944266665304,2.5873838967489537
2024-03-18,0.0,0.0,2.628970107893921,0.5849176592456714,0.0,0.0,0.0,0.0,0.13115338999828532,2.587285623223676
2024-03-19,3.7982187334393527,0.0,0.0,0.5850650695335888,0.0,0.0,0.0,0.0,0.1299249709323066,0.0
2024-03-20,3.799535598678082,0.0,2.6271520476762724,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-21,3.799683008965999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-22,0.0,0.0,2.626660680049881,0.5855564371599803,0.0,0.0,0.0,0.0,0.13017065474550235,2.5872610548423562
2024-03-25,3.799732145728638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26,0.0,0.0,0.0,0.5859495312610935,0.0,0.0,0.0,0.0,0.13041633855869808,0.0
2024-03-27,3.799830419253917,0.0,2.6265624065246027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-28,3.8017958897594823,0.0,2.623658423852629,0.0,1.9850180924790781,0.0,0.0,0.0,0.0,0.0
