date,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,HANG SENG BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,ICBC (ASIA) SECURITIES LTD
2024-03-01,0.0,76.80352502115132,1.1904035699178104,1.7951513701546236,12.668949915506087,3.8137772033348174,1.0968467477714117,0.0,2.2014275945957285,0.429918577568198
2024-03-04,44.442770921072366,42.61141934337541,0.670450872461163,1.0228145787199314,7.051037372537654,2.1317392600907703,0.6427498906827772,0.0,1.187576921582171,0.2394408394777591
2024-03-05,44.476130454996195,42.5326367616953,0.7058184241930223,1.041573674921279,7.01326885918666,2.1446691479613467,0.6426145810364431,0.0,1.2035250941120332,0.23976300189772565
2024-03-06,44.462598486052215,42.496282471918015,0.7169532801499583,1.044243511247293,7.04047790057263,2.154410474114602,0.64134861725736,0.0,1.203995205256317,0.23969005343160676
2024-03-07,44.49969701697299,42.45186282672767,0.7231129512250315,1.046345719291338,7.049493389844254,2.157468981637958,0.6261697048708875,0.0,1.205739580975918,0.2401098284539503
2024-03-08,44.552891143465196,42.45884249528915,0.729723065747728,1.0499905512557288,6.990136608173734,2.162801137497365,0.6074387347758877,0.0,1.2077794124300316,0.2403968513651834
2024-03-11,44.70047580877568,42.07951991232339,0.7782499749153434,1.0563397440014823,7.092044916552109,2.1739054760177003,0.6166657843989322,0.0,1.255482809075494,0.2473155739398714
2024-03-12,44.69427900991357,42.02619433892916,0.7704568992996962,1.057274033752387,7.131289263396819,2.173604108868104,0.6199358413184811,0.0,1.2748819737151849,0.2520845308065981
2024-03-13,44.69533691171409,41.963484582092015,0.7759989949362339,1.0616220793346902,7.177544936735079,2.183382352919809,0.6080622095285434,0.0,1.2776740793978112,0.25689385334173
2024-03-14,44.73446300176601,41.941961414027524,0.7763620295509686,1.0928524073534867,7.180273472228062,2.193833064247319,0.6035605794978338,0.0,1.2045782681151544,0.2721157632136421
2024-03-15,44.75004910748411,41.89771322421454,0.7879077236561524,1.096083096593366,7.177172894499409,2.2014991652339293,0.6112117237059648,0.0,1.2055601912931864,0.27280287331933717
2024-03-18,44.6908418045978,41.84850057336312,0.8487883994607263,1.0985259494833606,7.245008186870189,2.2025297823440333,0.6223016798495854,0.0,1.171108519415059,0.2723951046161271
2024-03-19,44.57654822429388,41.798107490122405,0.8906468262616065,1.0963691301632525,7.438431090264562,2.2020318767145604,0.6206051744828908,0.0,1.1038120557029287,0.2734481319939097
